scn_id,scn_cls,scn_sentence,reasoning,qid01,query01,ktype_num01,ktype01,ctype_num01,ctype01,qtype_num01,qtype01,qid02,query02,ktype_num02,ktype02,ctype_num02,ctype02,qtype_num02,qtype02,qid03,query03,ktype_num03,ktype03,ctype_num03,ctype03,qtype_num03,qtype03,qid04,query04,ktype_num04,ktype04,ctype_num04,ctype04,qtype_num04,qtype04,qid05,query05,ktype_num05,ktype05,ctype_num05,ctype05,qtype_num05,qtype05
3ZQ5A4,2,"A book, once pristine, now sports frayed edges and a cracked spine",It's unclear how the once pristine book came to have frayed edges and a cracked spine.,3ZQ5A4Q01,What caused the book's deterioration?,9,Causality,3,Operation,9,Cause elucidation,3ZQ5A4Q02,Has the book been frequently used or poorly stored?,3,Attributes,3,Operation,2,Case specification,3ZQ5A4Q03,What is the book's age?,4,Quantities,1,Knowledge,3,Concept completion,3ZQ5A4Q04,Is the book's content related to its current condition?,7,Contents,3,Operation,8,Interpretation,3ZQ5A4Q05,Does the book hold any sentimental value to its owner?,10,Intention,4,Evaluation,10,Intention disclosure
416TBE,0,A surfboard protrudes from a library bookshelf,"It's unclear how a surfboard ended up protruding from a library bookshelf, a place typically reserved for books.",416TBEQ01,Why is there a surfboard in a library bookshelf?,5,Spatial layout,2,Comprehension,10,Intention disclosure,416TBEQ02,Who could have placed the surfboard there?,1,Identity,3,Operation,3,Concept completion,416TBEQ03,Is the surfboard part of a display or decoration?,3,Attributes,3,Operation,2,Case specification,416TBEQ04,Are there other unusual items in the library?,3,Attributes,3,Operation,4,Feature specification,416TBEQ05,What is the reaction of the library staff and visitors to the surfboard?,11,Internal state,4,Evaluation,11,Result account
41AO3Q,2,"A lamp shined brightly on the desk, suddenly went dark","It's unclear why the lamp, which was shining brightly on the desk, suddenly went dark.",41AO3QQ01,What caused the lamp to suddenly go dark?,9,Causality,3,Operation,9,Cause elucidation,41AO3QQ02,Was there a power outage in the area?,7,Contents,3,Operation,1,Verification,41AO3QQ03,Did the lamp's bulb burn out?,3,Attributes,3,Operation,1,Verification,41AO3QQ04,Was there anyone in the room when the lamp went dark?,1,Identity,1,Knowledge,1,Verification,41AO3QQ05,Could the lamp's switch have been accidentally hit?,9,Causality,3,Operation,1,Verification
41D8XJ,2,A mailman who used to carry a big bag on a bicycle is seen walking today,"It's unclear why the mailman, who usually carries a big bag on a bicycle, is seen walking today.",41D8XJQ01,Why is the mailman walking instead of cycling today?,9,Causality,2,Comprehension,10,Intention disclosure,41D8XJQ02,Has something happened to his bicycle?,9,Causality,3,Operation,1,Verification,41D8XJQ03,Is he carrying less mail than usual?,4,Quantities,3,Operation,5,Quantification,41D8XJQ04,Has there been a change in his daily routine?,7,Contents,3,Operation,1,Verification,41D8XJQ05,Is this a temporary change or a permanent one?,6,Temporal relation,4,Evaluation,2,Case specification
41DAL3,2,A spoiled child has starting sharing his toys,"It's unclear why the spoiled child, who typically hoards his toys, has suddenly started sharing them.",41DAL3Q01,What prompted the spoiled child to start sharing his toys?,10,Intention,2,Comprehension,10,Intention disclosure,41DAL3Q02,How are others reacting to this change in behavior?,11,Internal state,2,Comprehension,11,Result account,41DAL3Q03,Is this change consistent or occasional?,7,Contents,3,Operation,1,Verification,41DAL3Q04,What kind of toys is the child sharing?,3,Attributes,1,Knowledge,4,Feature specification,41DAL3Q05,Does this sharing extend to other aspects of the child's life?,7,Contents,3,Operation,3,Concept completion
42INJ9,1,A classmate never contributes during group discussions but always expects a good grade,It's unclear how a classmate who never contributes during group discussions always expects a good grade.,42INJ9Q01,Why doesn't the classmate participate in group discussions?,10,Intention,2,Comprehension,10,Intention disclosure,42INJ9Q02,What are the classmate's expectations for their grade based on?,7,Contents,3,Operation,13,Expectation,42INJ9Q03,Does the classmate contribute in other ways outside of discussions?,3,Attributes,3,Operation,1,Verification,42INJ9Q04,How do other group members feel about the classmate's lack of participation?,11,Internal state,4,Evaluation,11,Result account,42INJ9Q05,Are there any rules or guidelines about participation and grading in the group project?,7,Contents,1,Knowledge,3,Concept completion
42P8CG,1,"A neighbor spends hours in their backyard, meticulously rearranging their plants",It's unclear why the neighbor spends hours meticulously rearranging their plants in their backyard.,42P8CGQ01,What is the purpose behind the neighbor's meticulous rearrangement of plants?,10,Intention,2,Comprehension,10,Intention disclosure,42P8CGQ02,Does the neighbor have a specific pattern or design in mind for their garden?,8,Procedure,3,Operation,4,Feature specification,42P8CGQ03,Could this activity be a form of therapy or stress relief for the neighbor?,10,Intention,4,Evaluation,2,Case specification,42P8CGQ04,Is the neighbor a professional gardener or horticulturist?,2,Class,1,Knowledge,2,Case specification,42P8CGQ05,Are there any unusual plants or species in the neighbor's collection?,3,Attributes,1,Knowledge,4,Feature specification
43TVL7,2,"A bicycle, previously squeaking with each turn, now glides smoothly along the path","It's unclear how the bicycle, which was previously squeaking with each turn, is now gliding smoothly along the path without any mention of repair or adjustment.",43TVL7Q01,What caused the bicycle to stop squeaking?,9,Causality,3,Operation,9,Cause elucidation,43TVL7Q02,Who might have fixed the bicycle?,1,Identity,3,Operation,3,Concept completion,43TVL7Q03,When was the bicycle last used before it started gliding smoothly?,6,Temporal relation,1,Knowledge,3,Concept completion,43TVL7Q04,Is the path frequently used by other cyclists?,5,Spatial layout,1,Knowledge,1,Verification,43TVL7Q05,What is the condition of the path?,3,Attributes,2,Comprehension,4,Feature specification
43YV8K,0,A hammer is balanced on top of a pile of pillows,"It's unclear how a heavy hammer is balanced on top of soft, unstable pile of pillows.",43YV8KQ01,Why is the hammer balanced on the pillows?,9,Causality,2,Comprehension,10,Intention disclosure,43YV8KQ02,What is the purpose of the pile of pillows?,10,Intention,2,Comprehension,4,Feature specification,43YV8KQ03,Is the hammer being used for a specific task?,10,Intention,3,Operation,1,Verification,43YV8KQ04,Are there any other tools or objects present in the scene?,5,Spatial layout,1,Knowledge,3,Concept completion,43YV8KQ05,What is the overall setting of this scene?,7,Contents,2,Comprehension,3,Concept completion
43ZC9U,2,A dense fog replaced the usual clear morning view from the window,It's unclear how such a dense fog could suddenly replace the usual clear morning view from the window.,43ZC9UQ01,What caused the sudden appearance of the dense fog?,9,Causality,3,Operation,9,Cause elucidation,43ZC9UQ02,Is the fog a regular occurrence in this area?,7,Contents,1,Knowledge,1,Verification,43ZC9UQ03,Could the fog be related to any recent weather changes?,9,Causality,3,Operation,3,Concept completion,43ZC9UQ04,What impact does the fog have on the local environment and wildlife?,9,Causality,4,Evaluation,11,Result account,43ZC9UQ05,How does the fog affect daily activities and transportation?,8,Procedure,3,Operation,12,Method explication
450AWN,2,A drink that fizzed and crackled upon opening sat still and flat,It's unclear how the drink that initially fizzed and crackled upon opening could suddenly become still and flat.,450AWNQ01,What caused the drink to lose its fizziness so quickly?,9,Causality,3,Operation,9,Cause elucidation,450AWNQ02,Was the drink stored properly before opening?,3,Attributes,2,Comprehension,1,Verification,450AWNQ03,Could the drink have been tampered with?,9,Causality,3,Operation,1,Verification,450AWNQ04,Is the drink past its expiration date?,4,Quantities,1,Knowledge,1,Verification,450AWNQ05,What is the brand of the drink?,1,Identity,1,Knowledge,3,Concept completion
45GLI9,1,A man enters a jewelry store and just stares at the cashier,It's unclear why the man is just staring at the cashier instead of looking at the jewelry in the store.,45GLI9Q01,What is the man's intention towards the cashier?,10,Intention,2,Comprehension,10,Intention disclosure,45GLI9Q02,Is the man familiar with the cashier?,3,Attributes,1,Knowledge,1,Verification,45GLI9Q03,Does the man show any signs of aggression or threat?,11,Internal state,3,Operation,4,Feature specification,45GLI9Q04,Is the man interested in any jewelry or just focused on the cashier?,3,Attributes,3,Operation,3,Concept completion,45GLI9Q05,What is the cashier's reaction to the man's behavior?,11,Internal state,2,Comprehension,11,Result account
45T6AB,0,A single flip flop is floating in the swimming pool,It's unclear who left a single flip flop floating in the swimming pool.,45T6ABQ01,Who does the flip flop belong to?,1,Identity,1,Knowledge,3,Concept completion,45T6ABQ02,Why is there only one flip flop in the pool?,9,Causality,3,Operation,10,Intention disclosure,45T6ABQ03,What happened to the other flip flop?,9,Causality,3,Operation,3,Concept completion,45T6ABQ04,Is the pool usually used for parties or gatherings?,3,Attributes,4,Evaluation,2,Case specification,45T6ABQ05,Could the flip flop have been left behind after a recent event?,10,Intention,3,Operation,1,Verification
45TI9E,2,The usual aroma of bread from the bakery is replaced by the smell of charred wood,What is unclear is why the usual aroma of bread from the bakery has been replaced by the smell of charred wood.,45TI9EQ01,What caused the bakery to smell of charred wood instead of bread?,9,Causality,3,Operation,9,Cause elucidation,45TI9EQ02,Was there a fire incident at the bakery?,7,Contents,1,Knowledge,1,Verification,45TI9EQ03,Is the bakery still operational despite the change in smell?,3,Attributes,3,Operation,1,Verification,45TI9EQ04,How has this change affected the bakery's business?,7,Contents,4,Evaluation,11,Result account,45TI9EQ05,Are there any efforts to restore the usual aroma in the bakery?,8,Procedure,3,Operation,3,Concept completion
46AU3O,2,A cat that often lay dozing on the windowsill was clawing at the screen,"It's unclear why the cat, who often lay dozing on the windowsill, was suddenly clawing at the screen.",46AU3OQ01,What caused the cat to claw at the screen?,9,Causality,3,Operation,9,Cause elucidation,46AU3OQ02,Is there something outside the window that's agitating the cat?,7,Contents,3,Operation,3,Concept completion,46AU3OQ03,Has the cat's behavior changed recently?,6,Temporal relation,3,Operation,1,Verification,46AU3OQ04,Are there any visible damages to the screen?,3,Attributes,1,Knowledge,4,Feature specification,46AU3OQ05,Is the cat showing signs of stress or discomfort?,11,Internal state,2,Comprehension,4,Feature specification
47IW1F,1,A boy would always wear a ski-mask while cycling in the summer,"It's unclear why the boy would always wear a ski-mask while cycling in the summer, a time when such attire would typically be uncomfortably warm.",47IW1FQ01,Why does the boy always wear a ski-mask while cycling in the summer?,10,Intention,2,Comprehension,10,Intention disclosure,47IW1FQ02,Is the boy protecting himself from something specific?,9,Causality,3,Operation,2,Case specification,47IW1FQ03,Does the boy have a medical condition that requires him to cover his face?,3,Attributes,3,Operation,1,Verification,47IW1FQ04,Are there any cultural or personal reasons for his unusual attire?,10,Intention,2,Comprehension,2,Case specification,47IW1FQ05,Does the boy's choice of attire affect his social interactions?,11,Internal state,3,Operation,11,Result account
48LTH3,0,A tennis racquet hangs from a ceiling light fixture,It's unclear how the tennis racquet ended up hanging from the ceiling light fixture.,48LTH3Q01,Why is the tennis racquet hanging from the ceiling light fixture?,7,Contents,2,Comprehension,10,Intention disclosure,48LTH3Q02,Who could have placed the racquet there?,1,Identity,3,Operation,3,Concept completion,48LTH3Q03,Is this a common occurrence in this location?,3,Attributes,2,Comprehension,1,Verification,48LTH3Q04,What is the condition of the light fixture after the racquet was hung on it?,3,Attributes,3,Operation,4,Feature specification,48LTH3Q05,Could this be a symbolic gesture or a prank?,10,Intention,4,Evaluation,8,Interpretation
4A1SZ6,2,A cat became attached to a particular scratching post.,It's unclear why the cat became attached to this particular scratching post.,4A1SZ6Q01,What makes this scratching post special to the cat?,3,Attributes,2,Comprehension,4,Feature specification,4A1SZ6Q02,Is the cat showing similar attachment to other objects?,2,Class,3,Operation,7,Comparison,4A1SZ6Q03,What is the cat's behavior when the scratching post is removed?,11,Internal state,3,Operation,11,Result account,4A1SZ6Q04,How does the cat react to new scratching posts?,8,Procedure,3,Operation,12,Method explication,4A1SZ6Q05,Does the cat's attachment affect its interaction with other pets or people?,10,Intention,3,Operation,11,Result account
4A39QI,2,"A fountain, always gushing, now trickles gently","It's unclear why the fountain, which was always gushing, is now only trickling gently.",4A39QIQ01,What caused the fountain's flow to decrease?,9,Causality,3,Operation,9,Cause elucidation,4A39QIQ02,Is there a problem with the fountain's water supply?,3,Attributes,3,Operation,1,Verification,4A39QIQ03,Could the change be due to a seasonal variation?,9,Causality,3,Operation,9,Cause elucidation,4A39QIQ04,Is the fountain undergoing maintenance?,8,Procedure,3,Operation,1,Verification,4A39QIQ05,Has there been any recent changes in the surrounding environment that could affect the fountain?,9,Causality,3,Operation,9,Cause elucidation
4B2G3D,0,A ping pong paddle lies on the kitchen counter,"It's unclear why a ping pong paddle is lying on the kitchen counter, a place typically reserved for cooking utensils and food items.",4B2G3DQ01,Who left the ping pong paddle on the kitchen counter?,1,Identity,1,Knowledge,3,Concept completion,4B2G3DQ02,Why is a ping pong paddle in the kitchen instead of a sports area?,9,Causality,3,Operation,10,Intention disclosure,4B2G3DQ03,Is there a ping pong table nearby?,5,Spatial layout,1,Knowledge,1,Verification,4B2G3DQ04,Was there a recent game of ping pong played?,6,Temporal relation,3,Operation,1,Verification,4B2G3DQ05,What is the condition of the paddle?,3,Attributes,2,Comprehension,4,Feature specification
4B67DA,1,A coworker always has a pocketful of coins and constantly fiddles with them,It's unclear why the coworker constantly fiddles with a pocketful of coins.,4B67DAQ01,Why does the coworker always carry a pocketful of coins?,10,Intention,2,Comprehension,10,Intention disclosure,4B67DAQ02,Is there a specific reason for his constant fiddling with the coins?,9,Causality,2,Comprehension,9,Cause elucidation,4B67DAQ03,Does this behavior affect his work performance?,9,Causality,4,Evaluation,0,Undetermined,4B67DAQ04,Are the coins of any particular significance or value?,3,Attributes,2,Comprehension,0,Undetermined,4B67DAQ05,How do other coworkers react to this habit?,11,Internal state,4,Evaluation,11,Result account
4BDP25,2,The bustling grocery on Main Street is unusually quiet today,It's unclear why the usually bustling grocery on Main Street is unusually quiet today.,4BDP25Q01,Why is the grocery store on Main Street unusually quiet today?,7,Contents,2,Comprehension,10,Intention disclosure,4BDP25Q02,Are there any special events happening in town that could explain the quietness?,7,Contents,3,Operation,13,Expectation,4BDP25Q03,Has there been any recent changes in the store's operation hours or policies?,3,Attributes,3,Operation,3,Concept completion,4BDP25Q04,Is there any ongoing construction or road work nearby that could be affecting customer access?,9,Causality,3,Operation,9,Cause elucidation,4BDP25Q05,What is the usual customer traffic pattern at this grocery store?,4,Quantities,1,Knowledge,4,Feature specification
4C13HQ,0,A pen is perched on a park bench,It's unclear who left the pen perched on the park bench.,4C13HQQ01,Who left the pen on the park bench?,1,Identity,1,Knowledge,3,Concept completion,4C13HQQ02,Is the pen still functional or has it been exposed to the elements?,3,Attributes,3,Operation,2,Case specification,4C13HQQ03,"What type of pen is it - ballpoint, fountain, or gel?",3,Attributes,2,Comprehension,2,Case specification,4C13HQQ04,Are there any identifiable marks on the pen that could suggest ownership?,3,Attributes,3,Operation,4,Feature specification,4C13HQQ05,"Is the park usually crowded, suggesting the pen could have multiple possible owners?",5,Spatial layout,2,Comprehension,1,Verification
4DFC65,0,A bicycle is upside down on a dining table,"It's unclear why a bicycle is upside down on a dining table, a place typically reserved for meals and social gatherings.",4DFC65Q01,Why is the bicycle upside down on the dining table?,7,Contents,2,Comprehension,10,Intention disclosure,4DFC65Q02,Is this a common occurrence or a one-time event?,6,Temporal relation,4,Evaluation,2,Case specification,4DFC65Q03,What is the condition of the dining table after placing the bicycle on it?,3,Attributes,3,Operation,4,Feature specification,4DFC65Q04,Who put the bicycle on the table and for what purpose?,10,Intention,3,Operation,10,Intention disclosure,4DFC65Q05,Are there any signs of a struggle or hurried action in the room?,7,Contents,3,Operation,1,Verification
4DLJ57,0,A lawn mower is standing in the kitchen,"It's unclear why a lawn mower, which is typically used outdoors, is standing in the kitchen, an indoor space generally reserved for cooking and food preparation.",4DLJ57Q01,Why is there a lawn mower in the kitchen?,5,Spatial layout,2,Comprehension,10,Intention disclosure,4DLJ57Q02,Is the lawn mower clean or dirty?,3,Attributes,3,Operation,2,Case specification,4DLJ57Q03,What is the condition of the kitchen?,3,Attributes,3,Operation,4,Feature specification,4DLJ57Q04,Who could have possibly placed it there?,1,Identity,3,Operation,10,Intention disclosure,4DLJ57Q05,Are there any signs of recent lawn mowing activity?,7,Contents,3,Operation,1,Verification
4DT61P,0,A watch is ticking inside a bread loaf,It's unclear how a watch ended up inside a bread loaf.,4DT61PQ01,Why is there a watch inside the bread loaf?,9,Causality,2,Comprehension,10,Intention disclosure,4DT61PQ02,Is the watch still functioning?,3,Attributes,3,Operation,1,Verification,4DT61PQ03,What type of bread is the watch embedded in?,3,Attributes,1,Knowledge,4,Feature specification,4DT61PQ04,Who could have possibly put the watch there?,1,Identity,4,Evaluation,3,Concept completion,4DT61PQ05,Is the watch a part of some sort of trick or prank?,10,Intention,4,Evaluation,2,Case specification
4E2M5Y,2,Paint peels off the once brightly colored front door,It's unclear why the paint is peeling off the once brightly colored front door.,4E2M5YQ01,What caused the paint to peel off the front door?,9,Causality,3,Operation,9,Cause elucidation,4E2M5YQ02,Was the door exposed to harsh weather conditions?,3,Attributes,3,Operation,1,Verification,4E2M5YQ03,How old is the door?,4,Quantities,1,Knowledge,5,Quantification,4E2M5YQ04,What was the original color of the door?,1,Identity,1,Knowledge,4,Feature specification,4E2M5YQ05,Has there been any attempt to repaint the door?,7,Contents,1,Knowledge,1,Verification
4FZT95,0,A pair of slippers is seen on the dining table,"It's unclear why a pair of slippers is placed on the dining table, which is an unusual location for footwear.",4FZT95Q01,Why are the slippers on the dining table?,5,Spatial layout,2,Comprehension,10,Intention disclosure,4FZT95Q02,Who placed the slippers there?,1,Identity,3,Operation,3,Concept completion,4FZT95Q03,Are the slippers clean or dirty?,3,Attributes,3,Operation,2,Case specification,4FZT95Q04,Is this a common occurrence or a one-time event?,6,Temporal relation,3,Operation,1,Verification,4FZT95Q05,What is the significance of the slippers being on the dining table?,7,Contents,4,Evaluation,8,Interpretation
4HGZ53,2,A dog sat quietly in the bustling park with its eyes fixed in the air,"It's unclear what the dog, who sat quietly in the bustling park, was staring at in the air.",4HGZ53Q01,What is the dog staring at in the air?,5,Spatial layout,2,Comprehension,3,Concept completion,4HGZ53Q02,Is the dog waiting for someone or something?,10,Intention,3,Operation,2,Case specification,4HGZ53Q03,How is the dog reacting to the bustling park around it?,11,Internal state,2,Comprehension,12,Method explication,4HGZ53Q04,Does the dog appear lost or abandoned?,11,Internal state,4,Evaluation,2,Case specification,4HGZ53Q05,Is there any indication of the dog's owner in the park?,1,Identity,3,Operation,1,Verification
4I1TB3,0,A cell phone is lying in the vegetable basket,It's unclear why a cell phone is lying in the vegetable basket.,4I1TB3Q01,Why is the cell phone in the vegetable basket?,7,Contents,2,Comprehension,10,Intention disclosure,4I1TB3Q02,Who might have placed it there?,1,Identity,3,Operation,3,Concept completion,4I1TB3Q03,Is it common for items to be misplaced in this household?,3,Attributes,4,Evaluation,1,Verification,4I1TB3Q04,What kind of vegetables are in the basket?,3,Attributes,1,Knowledge,4,Feature specification,4I1TB3Q05,Is the cell phone still functioning properly?,3,Attributes,3,Operation,1,Verification
4I89ZC,2,An endless desert was gradually replaced by vast expanses of green fields,It's unclear how an endless desert could be gradually replaced by vast expanses of green fields.,4I89ZCQ01,What caused the transformation from desert to green fields?,9,Causality,3,Operation,9,Cause elucidation,4I89ZCQ02,Are there any signs of human intervention in this change?,10,Intention,2,Comprehension,1,Verification,4I89ZCQ03,What kind of vegetation is now present in the fields?,3,Attributes,1,Knowledge,4,Feature specification,4I89ZCQ04,How has the local wildlife adapted to this shift?,7,Contents,3,Operation,12,Method explication,4I89ZCQ05,What are the potential environmental implications of such a drastic change?,7,Contents,4,Evaluation,8,Interpretation
4IL90H,0,"A kettle is on the bathroom floor, next to the bathtub","It's unclear why a kettle, which is typically found in a kitchen, is located on the bathroom floor next to the bathtub.",4IL90HQ01,Why is the kettle in the bathroom instead of the kitchen?,5,Spatial layout,2,Comprehension,10,Intention disclosure,4IL90HQ02,Is the kettle being used for bathing purposes?,3,Attributes,3,Operation,1,Verification,4IL90HQ03,Could there be a problem with the hot water system in the house?,9,Causality,3,Operation,9,Cause elucidation,4IL90HQ04,Is the kettle clean or dirty?,3,Attributes,1,Knowledge,2,Case specification,4IL90HQ05,Is there any other kitchenware in the bathroom?,5,Spatial layout,1,Knowledge,3,Concept completion
4IOE78,2,A crowded park on a Sunday afternoon is now abandoned,It's unclear why the crowded park on a Sunday afternoon is now abandoned.,4IOE78Q01,Why is the park suddenly abandoned on a Sunday afternoon?,7,Contents,2,Comprehension,10,Intention disclosure,4IOE78Q02,What event could have caused everyone to leave?,9,Causality,3,Operation,9,Cause elucidation,4IOE78Q03,Are there any signs of a disturbance or panic?,3,Attributes,3,Operation,1,Verification,4IOE78Q04,Is this a regular occurrence or an unusual event?,7,Contents,4,Evaluation,2,Case specification,4IOE78Q05,What is the general atmosphere of the surrounding area?,3,Attributes,2,Comprehension,4,Feature specification
4J2M3F,0,A toothbrush is found in the garden,It's unclear why a toothbrush would be found in the garden.,4J2M3FQ01,How did the toothbrush end up in the garden?,8,Procedure,3,Operation,12,Method explication,4J2M3FQ02,Is the garden frequently used by the household?,7,Contents,1,Knowledge,1,Verification,4J2M3FQ03,Could this be a result of a prank or a misunderstanding?,10,Intention,3,Operation,2,Case specification,4J2M3FQ04,What is the condition of the toothbrush?,3,Attributes,1,Knowledge,4,Feature specification,4J2M3FQ05,Are there any signs of other misplaced items in the vicinity?,5,Spatial layout,1,Knowledge,3,Concept completion
4J6UX3,2,The quiet alleyway was bright with festive lights,"It's unclear why a quiet alleyway, typically associated with darkness and solitude, is bright with festive lights.",4J6UX3Q01,What is the occasion for the festive lights in the alleyway?,7,Contents,1,Knowledge,3,Concept completion,4J6UX3Q02,Who is responsible for decorating the alleyway?,1,Identity,1,Knowledge,3,Concept completion,4J6UX3Q03,Are the lights always present or only during certain times?,6,Temporal relation,1,Knowledge,2,Case specification,4J6UX3Q04,What is the general atmosphere in the alleyway?,11,Internal state,2,Comprehension,4,Feature specification,4J6UX3Q05,How does the brightness of the lights affect the surrounding area?,3,Attributes,3,Operation,12,Method explication
4J7W5E,2,A house once overlooked was now painted a vibrant purple,It's unclear why the once overlooked house is now painted a vibrant purple.,4J7W5EQ01,Who decided to paint the house purple?,1,Identity,1,Knowledge,10,Intention disclosure,4J7W5EQ02,What was the reason behind choosing such a vibrant color?,10,Intention,2,Comprehension,9,Cause elucidation,4J7W5EQ03,How has the neighborhood reacted to this change?,11,Internal state,4,Evaluation,11,Result account,4J7W5EQ04,What was the original color of the house?,3,Attributes,1,Knowledge,3,Concept completion,4J7W5EQ05,Does the new color have any significance to the owner?,7,Contents,2,Comprehension,8,Interpretation
4KUC13,0,A spatula was under the bathroom sink,"It's unclear why a spatula, which is typically used for cooking, was found under the bathroom sink.",4KUC13Q01,Why was a spatula under the bathroom sink?,9,Causality,2,Comprehension,10,Intention disclosure,4KUC13Q02,Was the spatula used for a specific purpose in the bathroom?,8,Procedure,3,Operation,1,Verification,4KUC13Q03,Who could have possibly placed it there?,1,Identity,3,Operation,3,Concept completion,4KUC13Q04,Is it common to find kitchen utensils in the bathroom?,2,Class,4,Evaluation,1,Verification,4KUC13Q05,"Could this be an indication of a larger issue, like a plumbing problem?",9,Causality,4,Evaluation,8,Interpretation
4L10RK,0,A lawn chair is leaning against a classroom chalkboard,"It's unclear why a lawn chair is leaning against a classroom chalkboard, a place typically reserved for educational tools.",4L10RKQ01,Why is a lawn chair leaning against a classroom chalkboard?,7,Contents,2,Comprehension,10,Intention disclosure,4L10RKQ02,What is the condition of the chalkboard?,3,Attributes,1,Knowledge,4,Feature specification,4L10RKQ03,Is the classroom in use or abandoned?,3,Attributes,4,Evaluation,2,Case specification,4L10RKQ04,What is the significance of the lawn chair in this setting?,7,Contents,3,Operation,8,Interpretation,4L10RKQ05,Are there any other unusual items in the classroom?,5,Spatial layout,1,Knowledge,3,Concept completion
4L1WQ3,2,A lamp that always illuminated the room was dim,"It's unclear why the lamp, which always illuminated the room, was dim.",4L1WQ3Q01,Why is the lamp that always illuminated the room now dim?,9,Causality,3,Operation,10,Intention disclosure,4L1WQ3Q02,Is there a problem with the lamp's power supply?,3,Attributes,3,Operation,1,Verification,4L1WQ3Q03,Could the bulb be nearing its end?,3,Attributes,3,Operation,2,Case specification,4L1WQ3Q04,Has there been any recent changes in the room's electrical setup?,9,Causality,3,Operation,1,Verification,4L1WQ3Q05,Is the dimness due to an external factor like a curtain or a new piece of furniture?,5,Spatial layout,3,Operation,1,Verification
4M35YT,1,A student constantly chews on pens instead of using them to write,"It's unclear why the student constantly chews on pens instead of using them for their intended purpose, which is writing.",4M35YTQ01,Why does the student chew on pens instead of writing with them?,10,Intention,2,Comprehension,10,Intention disclosure,4M35YTQ02,Is the student aware of their habit?,11,Internal state,1,Knowledge,1,Verification,4M35YTQ03,Does the student have any learning difficulties that might be causing this behavior?,9,Causality,3,Operation,9,Cause elucidation,4M35YTQ04,Are there any specific situations where the student's pen-chewing habit increases?,7,Contents,3,Operation,3,Concept completion,4M35YTQ05,What strategies have been tried to discourage the student from chewing on pens?,8,Procedure,1,Knowledge,12,Method explication
4M6V2G,1,A man started to do push-ups in an elevator full of people,"It's unclear why the man decided to do push-ups in an elevator full of people, which is an unusual and confined space for such activity.",4M6V2GQ01,Why did the man start doing push-ups in a crowded elevator?,9,Causality,2,Comprehension,10,Intention disclosure,4M6V2GQ02,What was the reaction of the people in the elevator?,11,Internal state,1,Knowledge,11,Result account,4M6V2GQ03,How did the man manage to do push-ups in such a confined space?,8,Procedure,3,Operation,12,Method explication,4M6V2GQ04,Was the man trying to show off or was he just bored?,10,Intention,4,Evaluation,2,Case specification,4M6V2GQ05,Did anyone try to stop him or did they just watch?,9,Causality,1,Knowledge,2,Case specification
4M7O0G,0,A pile of dirty laundry is spread out on a kitchen counter,"It's unclear why the dirty laundry is spread out on a kitchen counter, a place typically reserved for food preparation.",4M7O0GQ01,Why is the laundry on the kitchen counter?,9,Causality,2,Comprehension,10,Intention disclosure,4M7O0GQ02,Is the laundry room out of order?,5,Spatial layout,3,Operation,1,Verification,4M7O0GQ03,Who left the laundry there?,1,Identity,4,Evaluation,3,Concept completion,4M7O0GQ04,Are there any clean clothes left?,4,Quantities,3,Operation,1,Verification,4M7O0GQ05,What type of clothes are in the pile?,3,Attributes,1,Knowledge,4,Feature specification
4MI9Q2,2,A broken and dry tree in the woods is blossoming with flowers,It's unclear how a broken and dry tree in the woods is able to blossom with flowers.,4MI9Q2Q01,How is a dead tree able to bloom?,8,Procedure,2,Comprehension,12,Method explication,4MI9Q2Q02,What type of flowers are blossoming on the tree?,3,Attributes,1,Knowledge,4,Feature specification,4MI9Q2Q03,Are there any signs of external intervention causing the bloom?,9,Causality,3,Operation,9,Cause elucidation,4MI9Q2Q04,Is this phenomenon common in these woods?,2,Class,1,Knowledge,1,Verification,4MI9Q2Q05,What are the environmental conditions around the tree?,3,Attributes,3,Operation,4,Feature specification
4MX7F8,1,"A woman takes numerous photographs, but keeps them hidden away in a drawer",It's unclear why the woman keeps her numerous photographs hidden away in a drawer.,4MX7F8Q01,Why is the woman hiding her photographs?,10,Intention,2,Comprehension,10,Intention disclosure,4MX7F8Q02,What is the content of these photographs?,7,Contents,1,Knowledge,3,Concept completion,4MX7F8Q03,Is there anyone else aware of these hidden photographs?,1,Identity,3,Operation,1,Verification,4MX7F8Q04,What is the woman's emotional state when she looks at these photographs?,11,Internal state,4,Evaluation,4,Feature specification,4MX7F8Q05,Does she have any plans for these photographs in the future?,6,Temporal relation,3,Operation,13,Expectation
4N7B6O,0,A guitar was leaning against the toilet,"It's unclear why a guitar would be leaning against a toilet, an unusual place for such an instrument.",4N7B6OQ01,Why is the guitar leaning against the toilet?,5,Spatial layout,2,Comprehension,10,Intention disclosure,4N7B6OQ02,Is the guitar in a playable condition?,3,Attributes,3,Operation,1,Verification,4N7B6OQ03,Who owns the guitar?,1,Identity,1,Knowledge,3,Concept completion,4N7B6OQ04,Is this a common place for the guitar to be stored?,7,Contents,4,Evaluation,1,Verification,4N7B6OQ05,What is the condition of the bathroom?,3,Attributes,3,Operation,4,Feature specification
