scn_id,scn_sentence,scn_cls,model,temp
I9HU84,A dilapidated house on the street is now vivid with fresh paint,2,gpt-4-0613,1
IA496W,"A toothpaste tube is in the freezer, next to the ice cube tray",0,gpt-4-0613,0.7
IV5J26,"A dog, who ordinarily hates water, is now splashing joyfully in the pool",2,gpt-4-0613,1
IW7Y08,"The garden, regularly filled with blooming plants, was overrun with weeds",2,gpt-4-0613,1
J146DQ,A fresh bouquet of flowers is lying in the trash bin,0,gpt-4-0613,0.7
J2TG95,A co-worker always seems disinterested and distracted during meetings,1,gpt-3.5-turbo,1
J57S4C,A car key is found in a bowl of popcorn,0,gpt-4-0613,0.7
J62I3F,"A woman has a collection of rubber ducks, displayed prominently in her living room",1,gpt-3.5-turbo,1
J678GO,A pair of socks is hanging from a tree branch,0,gpt-4-0613,0.7
J7E9P0,A man insists on ironing his pajamas before going to bed,1,gpt-3.5-turbo,1
J87ZX4,"A restaurant patron takes a bite of their meal, then immediately spits it back out into their napkin",1,gpt-3.5-turbo,1
JF62C7,A box of cereal is lying on the floor of the garage,0,gpt-4-0613,0.7
JQ6P82,"A door, usually locked tight, now stands wide open",2,gpt-4-0613,1
JT260Y,A friend continuously makes plans but always cancels at the last minute,1,gpt-3.5-turbo,1
JV23W9,A pair of reading glasses is submerged in the dog's water bowl,0,gpt-4-0613,0.7
JYM587,"A bicycle is on the roof of a house, casting a long shadow",0,gpt-4-0613,0.7
K0X4B8,The kitchen sink is filled with colorful laundry.,0,gpt-4-0613,0.7
K17F2D,"A car, previously filled with gasoline, now runs on electricity",2,gpt-4-0613,1
K1Z76M,A pillow is left on the swing in the park,0,gpt-4-0613,0.7
K456XU,An employee is always the last to arrive and the first to leave work,1,gpt-3.5-turbo,1
K94CG0,"An old, faded painting is now full of bright, vivid colors",2,gpt-4-0613,1
KE46W2,A woman constantly rearranges the furniture in her living room,1,gpt-3.5-turbo,1
KF397N,"A student raises their hand in class, eager to answer every question but never seems to get any of them right",1,gpt-3.5-turbo,1
KRJ902,A man who never read a book is now an accomplished author,2,gpt-4-0613,1
KV019T,"A friend buys extravagant gifts for others, but never celebrates their own birthday",1,gpt-3.5-turbo,1
KY283H,A co-worker always arrives late to meetings and offers no explanation,1,gpt-3.5-turbo,1
L53B8T,"The bottle of wine was full in the morning, was empty by evening",2,gpt-4-0613,1
L5JR83,A pair of gloves is lying on the bathroom sink,0,gpt-4-0613,0.7
L6I1C9,"A vintage car, once idle, roars to life",2,gpt-4-0613,1
L75DI1,A watch is in a teapot.,0,gpt-4-0613,0.7
L9F5S4,"A man, silent by nature, is heard laughing uproariously in his living room",2,gpt-4-0613,1
LE35M7,A coffee mug is discovered in the shower,0,gpt-4-0613,0.7
LK2T54,"A man, who usually ate alone, invited a guest to his table",2,gpt-4-0613,1
LS209P,"A frying pan sits on a bed, surrounded by pillows",0,gpt-4-0613,0.7
M376WV,A frying pan is found on the patio,0,gpt-4-0613,0.7
M5X9F0,A teenager laughs hysterically at a sad movie,1,gpt-3.5-turbo,1
M69I4W,A woman who never wore heels now walks only in them,2,gpt-4-0613,1
M843VH,"A school backpack is in a shopping cart, surrounded by groceries.",0,gpt-4-0613,0.7
MFX815,"A wallet is found in the freezer, next to a bag of frozen peas",0,gpt-4-0613,0.7
MK579Z,"The parking lot, crowded at all hours, held only a single car",2,gpt-4-0613,1
MP75W1,A family member constantly interrupts others when they are speaking,1,gpt-3.5-turbo,1
MVD397,"A child, who hated books, is reading under a tree",2,gpt-4-0613,1
N081ZU,"A student sits in the back of the classroom, constantly doodling in their notebook",1,gpt-3.5-turbo,1
N0IR79,A fork is stuck in a pot plant,0,gpt-4-0613,0.7
N42XE7,A teddy bear is sitting on the driver's seat of a car,0,gpt-4-0613,0.7
N5H7V6,A television remote is found in the refrigerator,0,gpt-4-0613,0.7
N5UB01,The once glistening crystal clear pool looked murky and unkempt,2,gpt-4-0613,1
NG583Z,"A book, left untouched on the shelf for years, now has a worn and dog-eared appearance.",2,gpt-4-0613,1
NGJ742,"A bustling street, always alive with traffic and vendors, is eerily silent and empty.",2,gpt-4-0613,1
NK6R05,An employee always asks for help with simple tasks they should be able to do on their own,1,gpt-3.5-turbo,1
NO24M3,A habitual diet coke drinker now only drinks fruit juice.,2,gpt-4-0613,1
O1H89V,A skateboard is lying on the bed,0,gpt-4-0613,0.7
O25SF7,A rundown school was vibrant with a new coat of paint,2,gpt-4-0613,1
O30X7J,A team member frequently criticizes others' ideas without offering alternative solutions,1,gpt-3.5-turbo,1
O3Y65N,"A woman high-fives everyone she meets, regardless of whether she knows them or not. ",1,gpt-3.5-turbo,1
O4VR32,A consistent blogger has stopped posting for weeks,2,gpt-4-0613,1
O930DX,"A bicycle is standing in the middle of a library, between the bookshelves",0,gpt-4-0613,0.7
OF8K47,"A teapot is in the backyard, filled with rainwater",0,gpt-4-0613,0.7
OK3I28,An alarm clock is found in the garden,0,gpt-4-0613,0.7
OMA390,"A person never says ""thank you"" or shows any appreciation for favors",1,gpt-3.5-turbo,1
OV35J4,The dilapidated house was gleaming with fresh paint,2,gpt-4-0613,1
P17TQ2,"The old clock, habitually silent, now chimes every hour",2,gpt-4-0613,1
P240NM,"A man, usually forgotten, is suddenly the talk of the town",2,gpt-4-0613,1
P420SR,"A neighbor often practices playing the violin, creating a cacophony of dissonant sounds",1,gpt-3.5-turbo,1
P9GR68,"A coffee mug, usually rinsed immediately, is now stained with dried, leftover brew",2,gpt-4-0613,1
PHG643,A baby's diaper is found in the office drawer,0,gpt-4-0613,0.7
PL27J4,A garden hose is coiled up in the living room,0,gpt-4-0613,0.7
POE864,A man constantly looks over his shoulder as he walks down the street,1,gpt-3.5-turbo,1
PZ0E67,A friend frequently gossips about others and spreads rumors,1,gpt-3.5-turbo,1
Q07Z4S,A woman known for being selfish is seen helping a blind man cross the street,2,gpt-4-0613,1
QR35W9,"A child constantly asks to go to the park, but once there, refuses to play on any of the equipment",1,gpt-3.5-turbo,1
QZ769X,A set of car keys is hanging from a ceiling fan,0,gpt-4-0613,0.7
R3H50J,A lamp that had sat atop a table now lay shattered on the floor,2,gpt-4-0613,1
R4N9A2,A woman hangs up a phone call abruptly as soon as the other person starts speaking,1,gpt-3.5-turbo,1
R5G3T0,A neighbor never makes eye contact or engages in small talk,1,gpt-3.5-turbo,1
RDW784,An old boat was found sunk in the lake,2,gpt-4-0613,1
RI71G6,A set of car keys is hanging from a branch of the apple tree in the backyard,0,gpt-4-0613,0.7
RL30F4,"In the middle of the living room, a garden gnome is placed",0,gpt-4-0613,0.7
RZ5Y47,"A classmate frequently takes naps during lectures, but always gets high grades",1,gpt-3.5-turbo,1
S6HQ78,A man writes a detailed to-do list every morning but never completes any of the tasks,1,gpt-3.5-turbo,1
S7X50A,"A person always arrives late to meetings, but is always well-prepared",1,gpt-3.5-turbo,1
S815OC,"A tennis racket is in the bathroom, leaning against the sink",0,gpt-4-0613,0.7
S81H2Z,"A flashlight is in the birdcage, illuminating the chirping bird",0,gpt-4-0613,0.7
S963PG,"A student, typically wearing a uniform, now arrives in casual clothes",2,gpt-4-0613,1
SGB187,"A coworker always has a perfectly organized desk, but their work is always late",1,gpt-3.5-turbo,1
SK1O86,A toy car is in the shoe rack,0,gpt-4-0613,0.7
SU327I,"A woman always wears sunglasses indoors, even at night",1,gpt-3.5-turbo,1
SY0J43,A once grand mansion stood in ruins,2,gpt-4-0613,1
T0D34N,"A pair of glasses is on the floor of the bus, unnoticed by the passengers",0,gpt-4-0613,0.7
T209VF,An empty room only has a single chair in the center,2,gpt-4-0613,1
T2U01Y,"A woman changes her outfit multiple times, even if she stays home all day. ",1,gpt-3.5-turbo,1
T2U87I,An oven mitt is hanging from a coat rack,0,gpt-4-0613,0.7
T3Z9P6,"A car tire is lodged in a tree, high above the ground",0,gpt-4-0613,0.7
T68X4M,"A neighbor plays loud music late at night, disturbing others",1,gpt-3.5-turbo,1
TG80Y4,"A wristwatch is submerged in a fish tank, next to a goldfish",0,gpt-4-0613,0.7
TO16L9,"A coworker takes long lunch breaks, always returning with takeout food",1,gpt-3.5-turbo,1
TO83H0,A shopping cart is parked in the middle of the sidewalk,0,gpt-4-0613,0.7
TP8X01,An always punctual woman was late for the meeting,2,gpt-4-0613,1
TP96B2,An umbrella is open in the living room,0,gpt-4-0613,0.7
TQ786X,"A pair of faded, wrinkled jeans looks brand new",2,gpt-4-0613,1
TR7N52,A computer mouse is seen floating in the swimming pool,0,gpt-4-0613,0.7
U498ZR,"A man keeps rearranging the books on his bookshelf, never satisfied with the order",1,gpt-3.5-turbo,1
UA86Y4,"A hairdryer is on the dining table, next to the salt shaker",0,gpt-4-0613,0.7
UF106E,"A man always wears sunglasses indoors, regardless of the lighting",1,gpt-3.5-turbo,1
UG03X6,A playground once filled with laughter and activity was eerily silent,2,gpt-4-0613,1
UO92G6,A blender is on the bathroom counter,0,gpt-4-0613,0.7
US3D58,The old and dusty library is now packed with youngsters.,2,gpt-4-0613,1
V1R84A,A baseball bat is found in the bathroom cabinet,0,gpt-4-0613,0.7
V2BT59,A coworker keeps a pet rock on their desk and talks to it during their breaks,1,gpt-3.5-turbo,1
V37IM0,A toothpaste tube is lying on the television stand,0,gpt-4-0613,0.7
V5N9Z0,"A dusty, neglected piano is now polished and producing melodious tunes",2,gpt-4-0613,1
V7Q1N2,A teapot is sitting on the desk in the office,0,gpt-4-0613,0.7
V7Q32D,"A woman spends hours in front of a mirror, but looks disheveled when she leaves the house",1,gpt-3.5-turbo,1
VF943Y,"An espresso machine, firing up instantly every morning, now takes its slow, sweet time",2,gpt-4-0613,1
VG680B,A toy car is found in the sugar bowl,0,gpt-4-0613,0.7
VJL470,"A mobile phone is lying on the kitchen counter, smeared with flour",0,gpt-4-0613,0.7
VQ5W13,"A man carries a small notebook with him everywhere, writing down every conversation he overhears",1,gpt-3.5-turbo,1
W1D0O8,A classmate constantly seeks attention and interrupts the teacher during lectures,1,gpt-3.5-turbo,1
W50FX4,A rusty metal gate now gleams brightly,2,gpt-4-0613,1
W521GF,"A toothbrush is found in the refrigerator, next to a carton of milk",0,gpt-4-0613,0.7
W53OB2,"A woman constantly checks her phone, but never responds to any messages or calls",1,gpt-3.5-turbo,1
W5E16G,A pair of socks is in the kitchen sink,0,gpt-4-0613,0.7
W709UO,"A woman always wears gloves, even when it's warm outside",1,gpt-3.5-turbo,1
WK1Q94,A laptop is sitting on the stove in the kitchen,0,gpt-4-0613,0.7
WM41P0,A committed non-reader now carries a book everywhere.,2,gpt-4-0613,1
WX18U0,A kitchen knife is seen lying on a bed,0,gpt-4-0613,0.7
X0TE74,"A neighbor mows their lawn every day, even though it is already perfectly manicured",1,gpt-3.5-turbo,1
X69VM0,"A music CD is in the washing machine, spinning in the rinse cycle",0,gpt-4-0613,0.7
X6NE18,"A woman insists on driving her friends everywhere, never letting them take turns",1,gpt-3.5-turbo,1
X874BF,"A man, previously inattentive, gazes keenly at his surroundings",2,gpt-4-0613,1
X87ND3,"A family member always offers to drive, but consistently gets lost on the way",1,gpt-3.5-turbo,1
XI708F,"A roommate stays up late every night, talking on the phone in hushed whispers",1,gpt-3.5-turbo,1
XL75Q2,A neighbor frequently leaves their laundry hanging outside overnight,1,gpt-3.5-turbo,1
XLR205,"A woman always wears mismatched socks, regardless of the occasion",1,gpt-3.5-turbo,1
XN3F50,A kitchen knife is stuck in a pot of soil,0,gpt-4-0613,0.7
XZ20D4,A man obsessively cleans his car but never takes it for a drive,1,gpt-3.5-turbo,1
Y143LH,A fastidious librarian leaves books unsorted on her desk,2,gpt-4-0613,1
Y1CZ20,A shy girl is now always the center of attention at parties,2,gpt-4-0613,1
Y20T8X,"A frying pan is hanging from a tree branch, swaying slightly in the breeze",0,gpt-4-0613,0.7
Y2QP08,"A coworker always carries a notebook with them, jotting down thoughts and ideas throughout the day",1,gpt-3.5-turbo,1
Y3E9H4,A toothbrush rests on a desk next to a stapler,0,gpt-4-0613,0.7
Y4LM92,A child collects rocks from the backyard and lines them up in a straight line,1,gpt-3.5-turbo,1
Y7J9G3,"A man arrives home late every night, smelling like perfume",1,gpt-3.5-turbo,1
YO30J1,A man always wears a suit and tie to the grocery store,1,gpt-3.5-turbo,1
YPF803,A screwdriver is discovered in the cutlery drawer,0,gpt-4-0613,0.7
YU2W09,A defunct factory is now a flourishing shopping mall,2,gpt-4-0613,1
Z0M4L5,An apartment once buzzing with activity sat unnervingly quiet,2,gpt-4-0613,1
Z1FR54,"A clock, once impeccably accurate, now consistently falls behind by five minutes",2,gpt-4-0613,1
Z295KP,A coworker insists on using a typewriter instead of a computer for all office tasks,1,gpt-3.5-turbo,1
Z530XW,"A solitary park bench, once empty, now hosts a crowd of pigeons",2,gpt-4-0613,1
Z65SL3,"A man always takes the stairs, even when there is an elevator available",1,gpt-3.5-turbo,1
Z726BK,"A mirror, usually spotless, is now dotted with splashes and streaks",2,gpt-4-0613,1
Z865EF,The bowling ball is nestled among the fruits in the kitchen basket,0,gpt-4-0613,0.7
ZM578Y,"A baby hated bath time, but now he giggled and splashed with enthusiasm",2,gpt-4-0613,1
ZO362E,A bustling market turned into a deserted square,2,gpt-4-0613,1
ZQ5G78,A classmate sits alone during lunch breaks and avoids social interactions,1,gpt-3.5-turbo,1
ZS384N,An abandoned house is now popping with kids' laughter,2,gpt-4-0613,1
ZVW258,"A man always walks three steps behind everyone else, regardless of the situation",1,gpt-3.5-turbo,1
ZX814Q,A crowded marketplace was void of vendors,2,gpt-4-0613,1
017VML,A spoon is in the mailbox,0,gpt-4,1
01YX2J,"A dog, previously lackadaisical, now chases its tail with vigor",2,gpt-4-0613,1
02WP6Z,A clock was ticking inside the toolbox,0,gpt-3.5-turbo-16k,1
049TSE,A faucet began to drip without any touch,2,gpt-4-0314,1
04O3YL,A tailor constantly sewing buttons in the wrong places.,1,gpt-4,1
054FGV,A passenger on a train decides to sit on the floor instead of an empty seat,1,gpt-4-0314,1
06GO7F,A parent eats a meal alone at a noisy playground.,1,gpt-4-0314,1
078EHZ,A wrench was placed on the bed,0,gpt-4-0314,1
07ONM6,The garden gnome was suddenly missing from the yard,2,gpt-4,1
07X5JI,The teacher's desk is stained with crayons,2,gpt-4-0613,1
097FVL,A flashlight was found on a serving platter,0,gpt-4-0314,1
09X1JM,A traveler enters an airport wearing winter clothes during summer,1,gpt-4-0314,1
0AJV58,"The restaurant, usually buzzing with activity, stands empty",2,gpt-4-0613,1
0D8CX6,A bartender is seen cleaning the same glass for a prolonged period,1,gpt-4-0314,1
0DPH95,An antique shop began displaying modern trinkets,2,gpt-4-0613,1
0DVL16,A dog leash is wrapped around a bedside lamp,0,gpt-4,1
0EBZ75,The florist arranged only half of the bouquet,1,gpt-4-1106-preview,1
0FYB85,"A mail carrier ignores a ""no soliciting"" sign and delivers flyers on the doorstep",1,gpt-4-0314,1
0HKR65,A calculator was buried in the backyard,0,gpt-3.5-turbo-16k,1
0HU92E,The librarian placed the book on a shelf out of alphabetical order,1,gpt-4-1106-preview,1
0K18PU,A man was seen digging a hole in his backyard at 3 AM,1,gpt-4-0613,1
0K91XA,A dog owner wears their dog's collar around their neck,1,gpt-4-0314,1
0LBD76,A key is found in the fruit bowl,0,gpt-4,1
0QA19R,A doctor listens to an empty room with a stethoscope,1,gpt-4-0314,1
0S4L3J,A bicycle tire is rolled into an office cubicle,0,gpt-4,1
0S8Y3C,A teenager is keeping all his window shades shut during the day,1,gpt-4-0613,1
0VY2L4,A pair of shoes always polished was covered in dust,2,gpt-4-0613,1
0YG3O7,A coffee pot that usually contains coffee is now filled with Vin chaud,2,gpt-4-0613,1
13JWE6,"A woman always insists on paying for dinner, but never carries a wallet",1,gpt-3.5-turbo-16k,1
159WDE,"A firefighter always carries an umbrella, regardless of the weather",1,gpt-4-0613,1
16SF3G,A toothbrush is resting on a bookshelf,0,gpt-3.5-turbo-16k,1
170RNP,The kettle didn't whistle when it started boiling,2,gpt-4-0314,1
174WKC,A blue paste was squeezed onto a sandwich,0,gpt-4-0314,1
175DPS,A man who always wore glasses was without them,2,gpt-4-0613,1
175ZAC,A grown man crawls on the floor instead of walking at his office,1,gpt-4-0314,1
18UZC9,A bus went by without stopping at the designated stop,2,gpt-4-0314,1
18ZR9P,A man walked into the room with a limp,2,gpt-4-0314,1
1A90DG,A mailman was absent from his daily route,2,gpt-4-0613,1
1B7J8C,A hammer was wedged between the couch cushions,0,gpt-3.5-turbo-16k,1
1C6IW7,A baseball is stuck on a chandelier,0,gpt-4,1
1DI36J,A man repeatedly smells his wristwatch in the restaurnt,1,gpt-4-0314,1
1F4NH8,A boy was spotted talking to a tree in the park for an hour,1,gpt-4,1
1FS64I,"The corner mailbox stood with its door ajar, though it had always been securely closed. ",2,gpt-4-0314,1
1G4D8W,A woman in the supermarket fills her cart with only canned peas,1,gpt-4-0314,1
1GJ3M6,A sofa acquired a mysterious indentation,2,gpt-4-0314,1
1M58HR,The escalator carrying shoppers up and down had come to a standstill,2,gpt-4-1106-preview,1
1MR94A,A librarian arranged all of the books out of order,1,gpt-4-0613,1
1NML38,A chef always tossed a pinch of every ingredient over his shoulder while cooking,1,gpt-4-0613,1
1NZ59T,"In the middle of a concert, a musician suddenly stopped playing his instrument",1,gpt-4,1
1O84CJ,"A man sighs heavily when he finishes a book, but immediately starts reading the next one",1,gpt-3.5-turbo-16k,1
1QB93Z,A couple who never had visitors had two cars in their driveway,2,gpt-4,1
1QXG02,A construction worker brings his pet bird to the site,1,gpt-4-0613,1
1W2H9O,A couple orders food at a restaurant and immediately starts putting it into small plastic containers,1,gpt-4-0314,1
1W3YB6,A potted cactus inhabits the space under the dining table,0,gpt-4-0314,1
210XWU,A neighbor consistently parks their car halfway on the sidewalk,1,gpt-3.5-turbo-16k,1
24NTQ8,An alarm clock that used to buzz at 6 a.m. fell silent,2,gpt-4-0613,1
25VJH7,A houseplant is in the dishwasher,0,gpt-4,1
26RJ4A,A man was seen washing his car in the pouring rain,1,gpt-4,1
27FS0H,"An electrician touches two wires together, then laughs when the lights flicker",1,gpt-4-0314,1
27WUK5,A footballer left the field in the middle of a game,1,gpt-4-0613,1
281AQV,A computer screen displayed garbled text instead of a document,2,gpt-4-0314,1
295MUA,A pot holder is hanging from a shower rod,0,gpt-4,1
29YQH0,A car lay dust-covered in the garage,2,gpt-4,1
2AG8V5,A shoe is sitting on a windowsill,0,gpt-3.5-turbo-16k,1
2BG81V,The mailman started his route at the opposite end of the neighborhood,1,gpt-4-1106-preview,1
2C4EW7,A clock is hanging on the tree branch,0,gpt-4,1
2CKJ47,A fork was sticking out of a potted plant,0,gpt-3.5-turbo-16k,1
2EN5R9,A potted plant occupied the bathtub,0,gpt-4-0314,1
2GT3Z7,The local diner's neon sign was off for the night,2,gpt-4,1
2GVQ07,An old man who jogged in the park every morning was seen limping today,2,gpt-4,1
2HY7X9,A young man in a busy train started loudly singing national anthems of different countries,1,gpt-4,1
2JZB83,A shopping cart veered off course,2,gpt-4-0314,1
2KJ9U1,A cell phone is tucked inside a slipper,0,gpt-4,1
2L5G1W,"A coworker volunteers for extra projects, but never completes them",1,gpt-3.5-turbo-16k,1
2L6SI9,An ironing board serves as a makeshift door,0,gpt-4-1106-preview,1
2NV54T,An oven mitt clung to the door handle,0,gpt-4-0314,1
2NZ1R9,The sandbox at the playground is surprisingly full of water,2,gpt-4,1
2O40EP,"A sibling always takes the last slice of pizza, but claims they didn't",1,gpt-3.5-turbo-16k,1
2PG16U,A bar of soap sat on the kitchen counter,0,gpt-4-0314,1
2R8IZ5,A bus driver speaks to each passenger individually before they board,1,gpt-4-0314,1
2WH4E6,A television remote control is under the pillow,0,gpt-4,1
2X30IS,The receptionist answered the phone but remained silent,1,gpt-4-1106-preview,1
2X4Z1F,A landlord collects rent checks but never hands out receipts.,1,gpt-4-0314,1
2XVL10,A mother unexpectedly leaves her baby stroller outside before entering a store,1,gpt-4-0314,1
30ISU1,"Her paint brushes lay dry, untouched by the rainbow of hues",2,gpt-4,1
328BHQ,A bottle of shampoo stood beside the kitchen sink,0,gpt-4-0314,1
34CTW7,"A coworker always brings in homemade treats for everyone, but never eats any themselves",1,gpt-3.5-turbo-16k,1
34OV0K,A blender is switched on in the library,0,gpt-4,1
354HXE,"A woman, formerly adorned in vibrant hues, now appears in monochromatic attire",2,gpt-4-0613,1
36EAI2,Chopsticks are stuck into a bunch of bananas,0,gpt-4,1
36XLV8,A umbrella was propped up against the fireplace,0,gpt-3.5-turbo-16k,1
38A0JW,A kitchen wok is under a bed,0,gpt-4,1
39JW0P,A woman returned a pair of shoes to a store for the third time in a week,1,gpt-4-0613,1
3AZ5C9,A man in a suit wears slippers instead of dress shoes to work,1,gpt-4-0314,1
3D5J4U,A cat that always slept in the sun was now lounging in the shade,2,gpt-4,1
3E6Q4S,A smartphone is taped to a streetlight pole.,0,gpt-4-1106-preview,1
3F6EH2,A teenager is attempting to climb a towering building with no safety equipment,1,gpt-4,1
3HIO29,A man leaves his front door ajar and walk away,1,gpt-4,1
3J9VY0,A girl who never spoke raised her hand to answer a question,2,gpt-4-0613,1
3M45EQ,A road regularly jammed with traffic was clear,2,gpt-4-0613,1
3N4F2D,A toaster is surrounded by seashells on the beach,0,gpt-4,1
3OP5V4,"On a very hot day, a man was noticed wearing a heavy winter coat",1,gpt-4,1
3PG58H,A stapler is perched on a tree branch,0,gpt-3.5-turbo-16k,1
3RVT69,A shopkeeper was spotted arranging his goods in completely dark,1,gpt-4,1
3UKP50,A toaster is placed on a bedroom nightstand,0,gpt-4-1106-preview,1
3VS1Z2,"A librarian, always seen reading books, suddenly started knitting",1,gpt-4,1
3W60IU,A restaurant famed for its seafood started serving steak,2,gpt-4-0613,1
3WB1L4,A pair of scissors rests on top of a birthday cake,0,gpt-3.5-turbo-16k,1
3X2N4E,"A coworker always eats at their desk, but never takes a lunch break",1,gpt-3.5-turbo-16k,1
3Z8DE2,A teacup is balanced on a traffic cone,0,gpt-4-0314,1
416TBE,A surfboard protrudes from a library bookshelf,0,gpt-4-1106-preview,1
41D8XJ,A mailman who used to carry a big bag on a bicycle is seen walking today,2,gpt-4,1
43YV8K,A hammer is balanced on top of a pile of pillows,0,gpt-3.5-turbo-16k,1
43ZC9U,A dense fog replaced the usual clear morning view from the window,2,gpt-4,1
45GLI9,A man enters a jewelry store and just stares at the cashier,1,gpt-4-0314,1
45TI9E,The usual aroma of bread from the bakery is replaced by the smell of charred wood,2,gpt-4,1
47IW1F,A boy would always wear a ski-mask while cycling in the summer,1,gpt-4-0613,1
48LTH3,A tennis racquet hangs from a ceiling light fixture,0,gpt-4-1106-preview,1
4A1SZ6,A cat became attached to a particular scratching post.,2,gpt-4-0314,1
4B2G3D,A ping pong paddle lies on the kitchen counter,0,gpt-4-0314,1
4BDP25,The bustling grocery on Main Street is unusually quiet today,2,gpt-4,1
4C13HQ,A pen is perched on a park bench,0,gpt-3.5-turbo-16k,1
4DFC65,A bicycle is upside down on a dining table,0,gpt-4-1106-preview,1
4DT61P,A watch is ticking inside a bread loaf,0,gpt-4,1
4E2M5Y,Paint peels off the once brightly colored front door,2,gpt-4,1
4HGZ53,A dog sat quietly in the bustling park with its eyes fixed in the air,2,gpt-4-0613,1
4J6UX3,The quiet alleyway was bright with festive lights,2,gpt-4-0613,1
4KUC13,A spatula was under the bathroom sink,0,gpt-4-0314,1
4L10RK,A lawn chair is leaning against a classroom chalkboard,0,gpt-4,1
4L1WQ3,A lamp that always illuminated the room was dim,2,gpt-4-0613,1
4M6V2G,A man started to do push-ups in an elevator full of people,1,gpt-4,1
4M7O0G,A pile of dirty laundry is spread out on a kitchen counter,0,gpt-4-1106-preview,1
4MX7F8,"A woman takes numerous photographs, but keeps them hidden away in a drawer",1,gpt-3.5-turbo-16k,1
4N7B6O,A guitar was leaning against the toilet,0,gpt-3.5-turbo-16k,1
4PC3E6,Suddenly a door slammed shut even windless weather,2,gpt-4-0314,1
4TW15Y,The southbound train arrived on the northern platform,2,gpt-4,1
4UHT06,"The grandfather clock ticks worklessly, silent for the first time in decades",2,gpt-4,1
4V9I6X,The stray cat that visited daily for scraps didn't show up this morning. ,2,gpt-4-1106-preview,1
4VX6F5,A teenager frequently checks his phone during a conversation,1,gpt-3.5-turbo-16k,1
51YW7X,An alarm clock was silent in the morning,2,gpt-4,1
52AX4M,A professor started writing with his left hand despite being right-handed,1,gpt-4,1
532VTP,"The ladder, usually residing in the garage, was found on the roof",2,gpt-4-0613,1
53ZR7A,A package of diapers supports a stack of dinner plates,0,gpt-4-0314,1
560WOD,A plastic chair is on top of a bus stop,0,gpt-4,1
562NTS,A scientist spills a drop of liquid on the floor and carefully watches it,1,gpt-4-0314,1
56F8HX,A baker kept baking the same loaf of bread even though it never sold,1,gpt-4,1
584HVY,A pile of dishware is in the shower,0,gpt-4,1
58IAG2,A dog refuses to eat his favorite food,1,gpt-4-0613,1
58RLG4,A woman skips in the line at the grocery store checkout,1,gpt-4-0314,1
59LJH1,A comb is lying on a plate of spaghetti,0,gpt-3.5-turbo-16k,1
5AW04M,A bicycle tire went flat mid-ride,2,gpt-4-0314,1
5C4HL3,A man started cleaning the grass in the park with a vacuum cleaner,1,gpt-4,1
5F97BW,A stack of newspapers blocks a refrigerator's door,0,gpt-4-1106-preview,1
5FG1O6,An artist uses food like pasta and rice in his paintings,1,gpt-4-0613,1
5FXS76,"A woman meticulously plans each detail of a trip, but cancels it at the last minute",1,gpt-3.5-turbo-16k,1
5GB06C,The bus driver skipped the busiest stop without pausing,1,gpt-4-1106-preview,1
5IH8N1,A friend always interrupts others while they are speaking,1,gpt-3.5-turbo-16k,1
5O38PQ,"A baker's bread, known for its golden crust, came out of the oven pale and soft. ",2,gpt-4-1106-preview,1
5P0X6N,Wine glasses are put away and are no longer displayed in the dishware store,2,gpt-4,1
5PM8K0,The ice cream truck's familiar jingle didn't resonate through the streets,2,gpt-4-1106-preview,1
5T72LU,An artist painted the same scene every day despite changing landscapes,1,gpt-4-0613,1
5TW14U,A staff was seen dancing alone in the middle of an empty supermarket at midnight,1,gpt-4,1
5U38YE,A man who usually wore suits showed up in torn jeans,2,gpt-4-0613,1
5W8M9Z,"A cat, loyal to its daily windowsill perch, was notably absent",2,gpt-4-1106-preview,1
60HW2R,The bookshop at the end of the road has swapped its usual classics with contemporary novels,2,gpt-4,1
619ESI,The gardener trimmed the hedges into uneven shapes,1,gpt-4-1106-preview,1
61AWX5,A book was submerged in the fish tank,0,gpt-4-0314,1
62LS9W,The graffiti on the bridge was painted over,2,gpt-4-0613,1
62UE8S,A pencil is sitting on a plate of spaghetti,0,gpt-3.5-turbo-16k,1
62W4OF,A usually punctual man was late for his train,2,gpt-4-0613,1
62XY0O,A roll of toilet paper unravels down a flight of stairs,0,gpt-4-1106-preview,1
63NYS5,A camera sits in the middle of a locker room.,0,gpt-4,1
63TH9L,An office usually bustling with activity was eerily quiet,2,gpt-4-0613,1
645CPI,An author was seen constantly buying his own book at various bookshops,1,gpt-4,1
65KY0O,"A lifeguard stares at the pool, but never enters it or interacts with the swimmers",1,gpt-4-0314,1
68TAZ4,"The revolving door of the hotel entrance spun no more, directing guests to a side entrance",2,gpt-4-1106-preview,1
6DW3M9,The strict librarian was seen smiling heartily,2,gpt-4,1
6FX2J4,A man was seen taking his snake for a swim at the local community pool,1,gpt-4,1
6G5P1C,A student writes their test backward starting from the last question,1,gpt-4-0314,1
6GL4Y5,A man brings a toaster to a pub and toasts some bread,1,gpt-4-0314,1
6GV71O,A toaster is on the seat in a bus,0,gpt-4,1
6HX4W7,A baker set the oven timer for twice the usual duration,1,gpt-4-1106-preview,1
6IM5H2,The cat's toy mouse is hidden within a teacup,0,gpt-4,1
6JX40D,A river known for its calm flow was rushing,2,gpt-4-0613,1
6MOI74,A tree that previously crowded with birds was deserted,2,gpt-4-0613,1
